Product_Reference;Attribute__Name_Type_Position__;Value__Value_Position__;Supplier_reference;Reference;Default__0___No__1___Yes_;EAN13;UPC;Wholesale_price;Quantity
DG10174;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Costume;DG10174COSOS ;DG10174;;;;16.72;27
FDG10180;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;FDG10180BLKOS ;FDG10180;;;;6.76;15
FDG10185;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FDG10185BLKS;FDG10185;;;;8.36;1
FDG10185;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FDG10185BLKM;FDG10185;;;;8.36;0
FDG10185;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;FDG10185BLKL;FDG10185;;;;8.36;0
DG10175;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Costume;DG10175COSOS ;DG10175;;;;16.72;57
FDG0240X;Taille:select:0,Color:color:1;Taille: TU Grande Taille - 44/50, Couleur: Noir;FDG0240XBLKOSQ ;FDG0240X;;0;;6.8;21
DG0240;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;DG0240BLKOS;DG0240;;;;12.4;36
FDG10186;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FDG10186BLKS;FDG10186;;;;8.36;21
FDG10186;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FDG10186BLKM;FDG10186;;;;8.36;12
FDG10186;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;FDG10186BLKL;FDG10186;;;;8.36;21
DG0005NX;Taille:select:0,Color:color:1;Taille: TU Grande Taille - 44/50, Couleur: Rose;DG0005NXPNKOSQ;DG0005NX;;;;6.16;27
DG0226;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;DG0226BLKOS;DG0226;;;;13.6;42
FDG10171;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Costume;FDG10171COSOS ;FDG10171;;;;7.8;9
SEZ054;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Bubble Gum;SEZ054100ML;SEZ054;;3800103623345;;7.9;120
SEZ055;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Fruit de la passion;SEZ055100ML;SEZ055;;3800123323133;;7.9;39
SEZ056;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Barbe à papa - Cotton candy;SEZ056100ML;SEZ056;;3800123323119;;7.9;27
SEZ057;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Beurre de cacahuète;SEZ057100ML;SEZ057;;3800123323126;;7.9;57
SEZ051;Taille:select:0,Color:color:1;Contenance: 50 ML, Parfum: Bubble Gum;SEZ05150ML;SEZ051;;3800123113420;;2.9;18
SEZ051;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Bubble Gum;SEZ051100ML;SEZ051;;3891243830304;;5.9;171
SEZ052;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Fruit de la passion;SEZ052100ML;SEZ052;;3891243830311;;5.9;72
SEZ052;Taille:select:0,Color:color:1;Contenance: 50 ML, Parfum: Fruit de la passion;SEZ05250ML;SEZ052;;3800123113406;;2.9;0
SEZ053;Taille:select:0,Color:color:1;Contenance: 50 ML, Parfum: Barbe à papa - Cotton candy;SEZ05350ML;SEZ053;;3800123113437;;2.9;45
SEZ053;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Barbe à papa - Cotton candy;SEZ053100ML;SEZ053;;3891243830328;;5.9;33
SEZ062;Taille:select:0,Color:color:1;Contenance: 50 ML, Parfum: Beurre de cacahuète;SEZ06250ML;SEZ062;;3800123113413;;2.9;54
SEZ062;Taille:select:0,Color:color:1;Contenance: 100 ML, Parfum: Beurre de cacahuète;SEZ062100ML;SEZ062;;3891243830359;;5.9;72
ORI254045;Taille:select:0,Color:color:1;Couleur: Noir;ORI254045;ORI254045;;;;14.9;2
ORI254223;Taille:select:0,Color:color:1;Couleur: Noir;ORI254223;ORI254223;;;;8.9;3
ORI254401;Taille:select:0,Color:color:1;Couleur: Noir;ORI254401;ORI254401;;;;10.8;3
ORI254649;Taille:select:0,Color:color:1;Couleur: Noir;ORI254649;ORI254649;;;;12.2;3
ORI770876;Taille:select:0,Color:color:1;Couleur: Noir;ORI770876;ORI770876;;;;2.5;1
ORI770884;Taille:select:0,Color:color:1;Couleur: Noir;ORI770884;ORI770884;;;;2.5;2
ORI771457;Taille:select:0,Color:color:1;Couleur: Rouge;ORI771457;ORI771457;;;;5.3;3
ORI773891;Taille:select:0,Color:color:1;Couleur: Noir;ORI773891;ORI773891;;;;8.5;3
ORI775860;Taille:select:0,Color:color:1;Couleur: Rouge;ORI775860;ORI775860;;;;3.5;3
ORI777374;Taille:select:0,Color:color:1;Couleur: Argenté;ORI777374;ORI777374;;;;7.9;1
ORI779229;Taille:select:0,Color:color:1;Couleur: Noir;ORI779229;ORI779229;;;;3.5;2
ORI24500701001;Taille:select:0,Color:color:1;Couleur: Noir/Rouge;ORI24500701001;ORI24500701001;;;;4.5;1
ORI24501359101;Taille:select:0,Color:color:1;Couleur: Noir;ORI24501359101;ORI24501359101;;;;12.5;1
ORI24600331000;Taille:select:0,Color:color:1;Couleur: Noir;ORI24600331000;ORI24600331000;;;;3.9;1
ORI24915321000;Taille:select:0,Color:color:1;Couleur: Noir;ORI24915321000;ORI24915321000;;;;5.5;3
ORI24915323000;Taille:select:0,Color:color:1;Couleur: Rose;ORI24915323000;ORI24915323000;;;;5.5;1
ORI24917101000;Taille:select:0,Color:color:1;Couleur: Noir;ORI24917101000;ORI24917101000;;;;7.5;1
FESP4303;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir/Doré;FESP4303BLKS;FESP4303;;0;849663037608;11.72;7
FESP4303;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir/Doré;FESP4303BLKM;FESP4303;;0;849663037615;11.72;6
FESP4303;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir/Doré;FESP4303BLKL;FESP4303;;0;849663037622;11.72;10
FESP4303;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir/Doré;FESP4303BLKXL;FESP4303;;0;849663037639;11.72;5
MAL4358BWH;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir/blanc;MAL4358BWHS;MAL4358BWH;;0;849663092317;21.68;6
MAL4358BWH;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir/blanc;MAL4358BWHM;MAL4358BWH;;0;849663092324;21.68;12
MAL4358BWH;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir/blanc;MAL4358BWHL;MAL4358BWH;;0;849663092331;21.68;18
MAL4358BWH;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir/blanc;MAL4358BWHXL;MAL4358BWH;;0;849663092348;21.68;21
MAL207BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL207BLKM;MAL207BLK;;;849663057132;7.92;0
MAL207BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL207BLKL;MAL207BLK;;;849663057149;7.92;0
MAL207BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL207BLKXL;MAL207BLK;;;;7.92;0
MAL5032WBK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Wet Look Noir;MAL5032WBKSM;MAL5032WBK;;;849663060088;6.8;1
MAL5032WBK;Taille:select:0,Color:color:1;Taille:  M/L - 40/44, Couleur: Wet Look Noir;MAL5032WBKML;MAL5032WBK;;;;6.8;0
MAL207RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;MAL207REDM;MAL207RED;;;849663057255;7.92;0
MAL207RED;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Rouge;MAL207REDL;MAL207RED;;;849663057262;7.92;9
MAL207RED;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Rouge;MAL207REDXL;MAL207RED;;;849663057279;7.92;15
MAL4365BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4365BLKS;MAL4365BLK;;;849663092638;17.12;0
MAL4365BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4365BLKXL;MAL4365BLK;;;849663092669;17.12;1
MAL4365BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4365BLKL;MAL4365BLK;;;849663092652;17.12;6
MAL4365BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4365BLKM;MAL4365BLK;;;849663092645;17.12;0
MAL4364BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4364BLKXL;MAL4364BLK;;;849663092621;14.8;0
MAL4364BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4364BLKM;MAL4364BLK;;;849663092607;14.8;0
MAL4364BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4364BLKL;MAL4364BLK;;;849663092614;14.8;0
MAL4364BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4364BLKS;MAL4364BLK;;;849663092591;14.8;1
MAL4360BNU;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir/Chair;MAL4360BNUS;MAL4360BNU;;;849663092393;20.48;12
MAL4360BNU;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir/Chair;MAL4360BNUXL;MAL4360BNU;;;849663092423;20.48;1
MAL4360BNU;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir/Chair;MAL4360BNUM;MAL4360BNU;;;849663092409;20.48;1
MAL4360BNU;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir/Chair;MAL4360BNUL;MAL4360BNU;;;849663092416;20.48;6
MAL4390BNU;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir/Chair;MAL4390BNUS;MAL4390BNU;;;849663093994;23.92;0
MAL4390BNU;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir/Chair;MAL4390BNUL;MAL4390BNU;;;849663094014;23.92;1
MAL4390BNU;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir/Chair;MAL4390BNUXL;MAL4390BNU;;;849663094021;23.92;0
MAL4390BNU;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir/Chair;MAL4390BNUM;MAL4390BNU;;;849663094007;23.92;1
MAL4249BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4249BLKM;MAL4249BLK;;;849663018690;22.8;0
MAL4249BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4249BLKL;MAL4249BLK;;;849663018706;22.8;0
MAL4249BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4249BLKXL;MAL4249BLK;;;;22.8;0
MAL4379BLN;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4379BLNS;MAL4379BLN;;;849663093314;19.36;9
MAL4379BLN;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4379BLNL;MAL4379BLN;;;849663093338;19.36;6
MAL4379BLN;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4379BLNM;MAL4379BLN;;;849663093321;19.36;9
MAL4379BLN;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4379BLNXL;MAL4379BLN;;;849663093345;19.36;0
MAL4404BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4404BLKS;MAL4404BLK;;;849663094311;21.68;0
MAL4404BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4404BLKL;MAL4404BLK;;;849663094335;21.68;0
MAL4404BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4404BLKXL;MAL4404BLK;;;849663094342;21.68;1
MAL4404BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4404BLKM;MAL4404BLK;;;849663094328;21.68;1
MAL4356BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4356BLKS;MAL4356BLK;;;849663092232;18.24;1
MAL4356BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4356BLKM;MAL4356BLK;;;849663092249;18.24;0
MAL4356BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4356BLKXL;MAL4356BLK;;;849663092263;18.24;0
MAL4356BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4356BLKL;MAL4356BLK;;;849663092256;18.24;1
TATribal 1;Taille:select:0,Color:color:1;Couleur: Noir;TATribal 1;TATribal 1;;;;2.2;30
TATribal 2;Taille:select:0,Color:color:1;Couleur: Noir;TATribal 2;TATribal 2;;;;2.2;21
TATribal 3;Taille:select:0,Color:color:1;Couleur: Noir;TATribal 3;TATribal 3;;;;2.2;81
TATribal 4;Taille:select:0,Color:color:1;Couleur: Multicouleur;TATribal 4;TATribal 4;;;;2.2;57
TATribal 5;Taille:select:0,Color:color:1;Couleur: Multicouleur;TATribal 5;TATribal 5;;;;2.2;1
TATribal 6;Taille:select:0,Color:color:1;Couleur: Multicouleur;TATribal 6;TATribal 6;;;;2.2;1
TATribal 7;Taille:select:0,Color:color:1;Couleur: Multicouleur;TATribal 7;TATribal 7;;;;2.2;6
TATribal 8;Taille:select:0,Color:color:1;Couleur: Multicouleur;TATribal 8;TATribal 8;;;;2.2;18
TATribal 9;Taille:select:0,Color:color:1;Couleur: Noir;TATribal 9;TATribal 9;;;;2.2;15
TAFantasy 1;Taille:select:0,Color:color:1;Couleur: Noir/Rose;TAFantasy 1;TAFantasy 1;;;;2.2;75
TAFantasy 2;Taille:select:0,Color:color:1;Couleur: Gris bleuté;TAFantasy 2;TAFantasy 2;;;;2.2;69
TAGold 1;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 1;TAGold 1;;;;2.5;63
TAGold 2;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 2;TAGold 2;;;;2.5;21
TAGold 3;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 3;TAGold 3;;;;2.5;63
TAGold 4;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 4;TAGold 4;;;;2.5;141
TAGold 5;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 5;TAGold 5;;;;2.5;42
TAGold 7;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 7;TAGold 7;;;;2.5;27
TAGold 8;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 8;TAGold 8;;;;2.5;15
TAGold 9;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 9;TAGold 9;;;;2.5;15
TAGold 10;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 10;TAGold 10;;;;2.5;54
TAGold 11;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 11;TAGold 11;;;;2.5;9
TAGold 12;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 12;TAGold 12;;;;2.5;87
TAGold 13;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 13;TAGold 13;;;;2.5;57
TAGold 14;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 14;TAGold 14;;;;2.5;51
TAGold 15;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 15;TAGold 15;;;;2.5;48
TAGold 16;Taille:select:0,Color:color:1;Couleur: Doré;TAGold 16;TAGold 16;;;;2.5;33
AD10081;Taille:select:0,Color:color:1;Couleur: Rose;AD10081;AD10081;;8433345100814;;8.91;6
AD20065;Taille:select:0,Color:color:1;Couleur: Bleu;AD20065;AD20065;;8433345200651;;4.41;6
AD20095;Taille:select:0,Color:color:1;Couleur: Bleu;AD20095;AD20095;;8433345200958;;4.41;9
ORI5727480000;Taille:select:0,Color:color:1;Couleur: Violet;ORI5724780000;ORI5727480000;;4024144575206;;14.9;3
ORI5779600000;Taille:select:0,Color:color:1;Couleur: Bleu;ORI5779600000;ORI5779600000;;4024144528129;;19.71;3
ORI5798150000;Taille:select:0,Color:color:1;Couleur: Rose;ORI5798150000;ORI5798150000;;4014144584864;;27.9;3
ORI5715800000;Taille:select:0,Color:color:1;Couleur: Rose;5715800000;ORI5715800000;;4024144573493;;30.5;3
ORI5840450000;Taille:select:0,Color:color:1;Couleur: Rose;ORI5840450000;ORI5840450000;;4024144590735;;13.9;1
ORI5845250000;Taille:select:0,Color:color:1;Couleur: Violet;ORI5845250000;ORI5845250000;;4024144591350;;31.5;2
ORI6302500000;Taille:select:0,Color:color:1;Contenance: 50 ML;ORI6302500000;ORI6302500000;;4024144630257;;3.4;3
ORI6301440000;Taille:select:0,Color:color:1;Contenance: 100 ML;ORI6301440000;ORI6301440000;;4024144630141;;7.2;3
MAR9782WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR9782WHTS;MAR9782WHT;;;849663008523;15.44;6
MAR9782WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAR9782WHTXL;MAR9782WHT;;;849663008554;15.44;6
MAR9782WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAR9782WHTL;MAR9782WHT;;;849663008547;15.44;6
MAR9782WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAR9782WHTM;MAR9782WHT;;;849663008530;15.44;1
MAR4893NAV;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Navy;MAR4893NAVL;MAR4893NAV;;;849663054742;20.24;0
MAR4893NAV;Taille:select:0,Color:color:1;Taille: S, Couleur: Navy;MAR4893NAVS;MAR4893NAV;;;;20.24;1
MAR4893NAV;Taille:select:0,Color:color:1;Taille: XL, Couleur: Navy;MAR4893NAVXL;MAR4893NAV;;;;20.24;0
MAR4893NAV;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Navy;MAR4893NAVM;MAR4893NAV;;;;20.24;0
MAR9787WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR9787WHTS;MAR9787WHT;;;849663009049;13.04;1
MAR9787WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAR9787WHTL;MAR9787WHT;;;849663009063;13.04;6
MAR9787WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAR9787WHTXL;MAR9787WHT;;;849663009070;13.04;6
MAR7702WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR7702WHTS;MAR7702WHT;;;849663007007;14.24;0
MAR7702WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAR7702WHTXL;MAR7702WHT;;;849663007038;14.24;0
MAR7702WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAR7702WHTM;MAR7702WHT;;;849663007014;14.24;6
MAR7702WHT;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Blanc;MAR7702WHTL;MAR7702WHT;;;;14.24;6
MAR4749BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAR4749BLKS;MAR4749BLK;;;843993063863;23.76;9
MAR4749BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAR4719BLKM;MAR4749BLK;;;;23.76;0
MAR4749BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;MAR4749BLKL;MAR4749BLK;;;;23.76;1
MAR4749BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAR4749BLKXL;MAR4749BLK;;;;23.76;1
MAR1029WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAR1029WHTM;MAR1029WHT;;;843993061517;18.16;6
MAR1029WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAR1029WHTL;MAR1029WHT;;;843993061524;18.16;6
MAR1029WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAR1029WHTXL;MAR1029WHT;;;843993061531;18.16;1
MAR1029WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR1029WHTS;MAR1029WHT;;;;18.16;9
MAR4797WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR4797WHTS;MAR4797WHT;;;849663003863;17.84;9
MAR4826GRY;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Gris;MAR4826GRYM;MAR4826GRY;;;849663031453;27.36;1
MAR7820BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAR7820BLKS;MAR7820BLK;;;849663083377;15.44;1
MAR7820BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAR7820BLKM;MAR7820BLK;;;849663083384;15.44;1
MAR4917BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAR4917BLKXL;MAR4917BLK;;;849663078335;21.44;1
MAR7736WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR7736WHTS;MAR7736WHT;;;849663029221;11.84;9
MAR7736WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAR7736WHTM;MAR7736WHT;;;849663029238;11.84;6
MAR7736WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAR7736WHTL;MAR7736WHT;;;849663029245;11.84;12
MAR7736WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAR7736WHTXL;MAR7736WHT;;;;11.84;9
MAR7736BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAR7736BLKS;MAR7736BLK;;;849663029146;11.84;1
MAR7736BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAR7736BLKM;MAR7736BLK;;;849663029153;11.84;0
MAR7736BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAR7736BLKXL;MAR7736BLK;;;849663029177;11.84;1
MAR7736BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAR7736BLKL;MAR7736BLK;;;849663029160;11.84;0
MAR5720BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAR5720BLKS;MAR5720BLK;;;849663036328;23.76;1
MAR5720BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAR5720BLKL;MAR5720BLK;;;849663036342;23.76;0
MAR7713MOC;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Mocha;MAR7713MOCS;MAR7713MOC;;;849663008004;11.84;6
MAR7713MOC;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Mocha;MAR7713MOCM;MAR7713MOC;;;849663008011;11.84;1
MAR7713MOC;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Mocha;MAR7713MOCL;MAR7713MOC;;;849663008028;11.84;9
MAR7713MOC;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Mocha;MAR7713MOCXL;MAR7713MOC;;;849663008035;11.84;6
MAR6782CAM;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Camel;MAR6782CAMM;MAR6782CAM;;;849663053806;30.96;1
MAR6851SPG;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Spring;MAR6851SPGL;MAR6851SPG;;;849663086248;10.16;1
MAR7702TUR;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Turquoise;MAR7702TURL;MAR7702TUR;;;849663036960;14.24;1
MAR7702TUR;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Turquoise;MAR7702TURM;MAR7702TUR;;;;14.24;1
MAR7702TUR;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Turquoise;MAR7702TURXL;MAR7702TUR;;;;14.24;1
MAR6854SPG;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Spring;MAR6854SPGM;MAR6854SPG;;;849663086774;14.96;1
MAR7722BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;MAR7722BLKL;MAR7722BLK;;;849663028248;27.36;12
MAR7722BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAR7722BLKXL;MAR7722BLK;;;849663028255;27.36;1
MAR7701WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAR7701WHTM;MAR7701WHT;;;849663006932;21.44;0
MAR7701WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAR7701WHTL;MAR7701WHT;;;849663006949;21.44;0
MAR7701WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAR7701WHTXL;MAR7701WHT;;;849663006956;21.44;9
MAR7701WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR7701WHTS;MAR7701WHT;;;;21.44;6
MAR7713WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;MAR7713WHTS;MAR7713WHT;;;849663008042;11.84;6
MAR7713WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;MAR7713WHTM;MAR7713WHT;;;849663008059;11.84;0
MAR7713WHT;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Blanc;MAR7713WHTL;MAR7713WHT;;;849663008066;11.84;0
MAR7713WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;MAR7713WHTXL;MAR7713WHT;;;849663008073;11.84;0
MAL4284BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4284BLKL;MAL4284BLK;;;849663020785;37.68;6
MAL4284BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL4284BLKXL;MAL4284BLK;;;849663020792;37.68;0
MAL4284BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4284BLKS;MAL4284BLK;;;;37.68;1
MAL4284BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4284BLKM;MAL4284BLK;;;;37.68;1
MAL4290BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL4290BLKS;MAL4290BLK;;;849663037400;19.36;0
MAL4290BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL4290BLKM;MAL4290BLK;;;849663037417;19.36;0
MAL4290BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL4290BLKL;MAL4290BLK;;;849663037424;19.36;1
MAL2249HGR;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Vert Flashy;MAL2249HGRL;MAL2249HGR;;;849663042411;17.12;1
MAL2217BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;MAL2217BLKM;MAL2217BLK;;;849663014173;19.36;0
MAL2248BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;MAL2248BLKL;MAL2248BLK;;;849663016597;25.12;15
MAL2248BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;MAL2248BLKXL;MAL2248BLK;;;;25.12;1
MAL2288BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;MAL2288BLKS;MAL2288BLK;;;849663039268;19.36;1
MAL2125HGR;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Vert Flashy;MAL2125HGRL;MAL2125HGR;;;849663016313;21.28;1
